i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
38	3	0.21725	0.605686	1.14742	1.75882	220.637	419.531	0.0441207	12.9527
39	3	0.228683	0.586905	1.15301	1.68909	219.074	418.68	0.0438972	12.1397
40	3	0.240399	0.567973	1.15871	1.61486	217.484	417.809	0.0436694	11.3475
41	3	0.252386	0.548907	1.16452	1.53621	215.872	416.922	0.043438	10.5774
42	3	0.264634	0.529727	1.17042	1.4531	214.242	416.02	0.0432034	9.8307
43	3	0.277132	0.510449	1.17641	1.36534	212.595	415.104	0.042966	9.10849
44	3	0.289865	0.491093	1.18249	1.27257	210.932	414.174	0.0427256	8.41185
45	3	0.302822	0.471675	1.18866	1.17432	209.252	413.228	0.0424823	7.74173
46	3	0.315986	0.452216	1.19494	1.06989	207.553	412.267	0.0422356	7.09897
47	3	0.329344	0.432733	1.20132	0.958444	205.833	411.288	0.0419852	6.48431
48	3	0.342879	0.413246	1.20784	0.83892	204.087	410.288	0.0417306	5.89837
49	3	0.356573	0.393775	1.2145	0.710024	202.312	409.265	0.0414709	5.3417
50	3	0.370409	0.374339	1.22134	0.570189	200.501	408.215	0.0412055	4.81472
51	3	0.380082	0.360878	1.22544	0.485373	199.42	407.585	0.0410466	4.4664
52	3	0.394008	0.341674	1.23255	0.325759	197.555	406.493	0.0407722	3.9931
53	3	0.403772	0.328329	1.23688	0.225297	196.426	405.827	0.0406056	3.68048
54	3	0.413529	0.315075	1.24131	0.11772	195.275	405.147	0.0404355	3.38318
55	3	0.423417	0.301711	1.24378	0.0571087	194.633	404.766	0.0403405	3.09643
56	3	0.433204	0.288518	1.2452	0.0219295	194.266	404.547	0.0402861	2.82588
57	3	0.44288	0.275518	1.24762	0	193.641	404.175	0.0401935	2.57138
58	3	0.452507	0.26267	1.25154	0	192.633	403.572	0.0400438	2.33168
59	3	0.462125	0.249968	1.25713	0	191.2	402.713	0.0398309	2.1063
60	3	0.471758	0.237414	1.26389	0	189.477	401.672	0.0395742	1.89502
61	3	0.481417	0.225016	1.27147	0	187.557	400.505	0.0392873	1.69753
62	3	0.491107	0.212779	1.27964	0	185.504	399.248	0.0389796	1.51352
63	3	0.500831	0.200704	1.28825	0	183.358	397.923	0.0386571	1.34257
64	3	0.510587	0.188794	1.29719	0	181.148	396.546	0.0383237	1.18429
65	3	0.518385	0.179435	1.30607	0	178.973	395.18	0.0379944	1.0671
66	3	0.528217	0.167826	1.31499	0	176.804	393.806	0.0376649	0.930515
67	3	0.536093	0.158675	1.32377	0	174.691	392.455	0.0373429	0.829647
68	3	0.544012	0.149612	1.33228	0	172.66	391.146	0.0370323	0.735671
69	3	0.551952	0.140656	1.34051	0	170.712	389.88	0.0367333	0.648542
70	3	0.559873	0.131843	1.34863	0	168.805	388.631	0.0364397	0.568338
71	3	0.567807	0.123133	1.35664	0	166.942	387.401	0.036152	0.494437
72	3	0.575732	0.114542	1.3645	0	165.127	386.193	0.0358709	0.426733
73	3	0.583638	0.106078	1.37223	0	163.358	385.006	0.0355959	0.365043
74	3	0.59151	0.097749	1.37985	0	161.628	383.837	0.0353263	0.309156
75	3	0.598456	0.0904847	1.38721	0	159.97	382.707	0.035067	0.264302
76	3	0.605369	0.0833312	1.39425	0	158.396	381.628	0.0348202	0.223656
77	3	0.612233	0.0763019	1.40098	0	156.903	380.597	0.0345855	0.187098
78	3	0.619867	0.0685582	1.4076	0	155.447	379.584	0.0343559	0.150671
79	3	0.626169	0.0622257	1.41399	0	154.049	378.606	0.034135	0.123865
80	3	0.632798	0.0556231	1.42016	0	152.709	377.662	0.0339226	0.0987589
81	3	0.639322	0.0491802	1.42615	0	151.419	376.747	0.0337176	0.0770397
82	3	0.645346	0.0432793	1.43189	0	150.188	375.87	0.0335216	0.0595436
83	3	0.651249	0.0375408	1.43739	0	149.018	375.031	0.033335	0.0447141
84	3	0.657014	0.0319766	1.44264	0	147.907	374.23	0.0331572	0.0323808
85	3	0.662625	0.0265984	1.44768	0	146.848	373.462	0.0329875	0.0223636
86	3	0.668065	0.0214184	1.45252	0	145.836	372.725	0.0328249	0.0144754
87	3	0.673315	0.0164497	1.45718	0	144.866	372.015	0.0326688	0.00852351
88	3	0.678357	0.011707	1.46167	0	143.936	371.331	0.0325189	0.00430963
89	3	0.683022	0.0073424	1.46597	0	143.05	370.677	0.0323758	0.00169233
90	3	0.687442	0.00322976	1.47007	0	142.212	370.055	0.0322402	0.000326756
91	3	0.688597	0.00216023	1.47308	0	141.597	369.597	0.0321405	0.000146054
92	3	0.689006	0.00178245	1.47459	0	141.29	369.368	0.0320908	9.94241e-05
93	3	0.690938	0	1.47459	0	141.29	369.368	0.0320908	0

0	4	0.00367965	1.00001	1.17938	0.210829	211.782	414.65	0.0428485	36.0154
1	4	0.0047202	0.998353	1.17739	0.258494	212.328	414.955	0.0429273	35.8981
2	4	0.00599331	0.996319	1.17499	0.315581	212.984	415.321	0.043022	35.7539
3	4	0.0075	0.9939	1.17223	0.381428	213.744	415.743	0.0431316	35.5825
4	4	0.00924153	0.991085	1.16912	0.455275	214.6	416.219	0.0432549	35.3833
5	4	0.0112195	0.987865	1.16571	0.53628	215.544	416.741	0.0433907	35.1558
6	4	0.0134357	0.984227	1.16202	0.623526	216.566	417.304	0.0435376	34.8992
7	4	0.0158925	0.980158	1.1581	0.716038	217.655	417.903	0.0436939	34.6129
8	4	0.0185922	0.975644	1.15399	0.812794	218.8	418.53	0.043858	34.296
9	4	0.0215379	0.970666	1.14974	0.912742	219.988	419.178	0.044028	33.9476
10	4	0.0247327	0.965207	1.1454	1.01481	221.206	419.84	0.0442019	33.5669
11	4	0.0281801	0.959249	1.14101	1.11793	222.439	420.507	0.0443778	33.1531
12	4	0.031884	0.95277	1.13665	1.22104	223.673	421.172	0.0445534	32.7052
13	4	0.0358484	0.945749	1.13234	1.3231	224.891	421.826	0.0447266	32.2225
14	4	0.0400776	0.938167	1.12817	1.42312	226.078	422.461	0.0448951	31.7043
15	4	0.0445763	0.930001	1.12417	1.52014	227.217	423.068	0.0450565	31.1501
16	4	0.049349	0.921234	1.12042	1.61325	228.291	423.639	0.0452086	30.5596
17	4	0.0544004	0.911848	1.11695	1.7016	229.283	424.164	0.0453488	29.9329
18	4	0.0597353	0.901829	1.11384	1.78438	230.177	424.635	0.045475	29.2702
19	4	0.0653584	0.891169	1.11114	1.86085	230.956	425.045	0.0455848	28.5724
20	4	0.0712742	0.879862	1.10889	1.93032	231.604	425.386	0.0456762	27.8407
21	4	0.0774871	0.867913	1.10714	1.99216	232.108	425.65	0.0457472	27.0769
22	4	0.0840014	0.855328	1.10594	2.04581	232.455	425.832	0.045796	26.2833
23	4	0.0908211	0.842125	1.10532	2.09079	232.635	425.926	0.0458213	25.4628
24	4	0.0979497	0.828327	1.1053	2.12671	232.641	425.93	0.0458223	24.6186
25	4	0.105391	0.813963	1.10589	2.15331	232.471	425.841	0.0457983	23.7544
26	4	0.113147	0.799065	1.10708	2.17044	232.126	425.66	0.0457497	22.8739
27	4	0.121222	0.783671	1.10887	2.17812	231.609	425.389	0.045677	21.9812
28	4	0.129617	0.767819	1.11122	2.17649	230.931	425.032	0.0455813	21.0802
29	4	0.138335	0.751546	1.11411	2.16585	230.101	424.595	0.0454643	20.1746
30	4	0.147375	0.734889	1.11747	2.1466	229.134	424.085	0.0453277	19.2681
31	4	0.156738	0.717881	1.12128	2.11924	228.044	423.508	0.0451737	18.364
32	4	0.166423	0.700556	1.12547	2.0843	226.848	422.872	0.0450043	17.4655
33	4	0.176428	0.682941	1.12999	2.04237	225.56	422.185	0.0448217	16.5751
34	4	0.186749	0.665063	1.1348	1.99404	224.196	421.453	0.0446278	15.6956
35	4	0.197383	0.646947	1.13985	1.93983	222.767	420.684	0.0444245	14.8291
36	4	0.208324	0.628616	1.14511	1.88025	221.286	419.883	0.0442133	13.9778
37	4	0.219564	0.610091	1.15054	1.8157	219.763	419.056	0.0439958	13.1435
38	4	0.231096	0.591391	1.15611	1.74651	218.207	418.205	0.043773	12.328
39	4	0.24291	0.572536	1.16181	1.67289	216.623	417.336	0.0435458	11.5327
40	4	0.254997	0.553544	1.16761	1.59492	215.017	416.45	0.043315	10.7592
41	4	0.267346	0.534434	1.17351	1.51258	213.392	415.548	0.0430809	10.0088
42	4	0.279945	0.515224	1.1795	1.42568	211.75	414.632	0.0428439	9.28248
43	4	0.292781	0.495932	1.18557	1.33388	210.092	413.701	0.0426039	8.58147
44	4	0.305841	0.476576	1.19175	1.23672	208.416	412.756	0.0423609	7.90671
45	4	0.31911	0.457175	1.19802	1.13353	206.721	411.794	0.0421145	7.25904
46	4	0.332573	0.437748	1.20441	1.0235	205.004	410.814	0.0418643	6.63923
47	4	0.346214	0.418314	1.21094	0.905585	203.261	409.813	0.0416099	6.04791
48	4	0.360016	0.398892	1.21761	0.778549	201.489	408.789	0.0413504	5.48566
49	4	0.373962	0.379503	1.22445	0.640872	199.682	407.738	0.0410851	4.9529
50	4	0.383708	0.366078	1.22857	0.557613	198.599	407.105	0.040926	4.60063
51	4	0.397747	0.346914	1.23568	0.400773	196.739	406.012	0.0406517	4.1213
52	4	0.407586	0.3336	1.24002	0.302372	195.609	405.344	0.0404849	3.80456
53	4	0.41742	0.320377	1.24446	0.197106	194.458	404.661	0.0403145	3.50306
54	4	0.427373	0.30706	1.24698	0.138623	193.808	404.274	0.0402182	3.21238
55	4	0.43722	0.293923	1.24845	0.105503	193.428	404.048	0.0401619	2.93807
56	4	0.446952	0.280967	1.25014	0.0651499	192.994	403.788	0.0400974	2.67956
57	4	0.456617	0.26813	1.25212	0.0150214	192.484	403.484	0.0400218	2.43521
58	4	0.466248	0.255392	1.25492	0	191.766	403.053	0.039915	2.20432
59	4	0.475871	0.242761	1.25941	0	190.616	402.361	0.039744	1.98677
60	4	0.485506	0.230256	1.26546	0	189.078	401.431	0.0395147	1.78264
61	4	0.495164	0.217895	1.27257	0	187.279	400.336	0.0392458	1.59191
62	4	0.504848	0.205688	1.28044	0	185.305	399.125	0.0389498	1.41438
63	4	0.514561	0.193643	1.28884	0	183.211	397.832	0.0386349	1.24974
64	4	0.522329	0.184168	1.29748	0	181.076	396.501	0.0383128	1.12761
65	4	0.532115	0.172428	1.30626	0	178.924	395.149	0.037987	0.985267
66	4	0.53996	0.163168	1.31504	0	176.792	393.798	0.0376632	0.879982
67	4	0.547848	0.154002	1.32368	0	174.712	392.469	0.0373461	0.781843
68	4	0.555757	0.144949	1.33211	0	172.698	391.171	0.0370381	0.690805
69	4	0.563649	0.136045	1.34039	0	170.739	389.898	0.0367375	0.60694
70	4	0.571554	0.127248	1.34853	0	168.828	388.646	0.0364434	0.529589
71	4	0.579453	0.118575	1.35653	0	166.967	387.417	0.0361558	0.458637
72	4	0.587331	0.110033	1.36439	0	165.151	386.209	0.0358746	0.39389
73	4	0.595179	0.10163	1.37213	0	163.379	385.02	0.0355993	0.335126
74	4	0.602104	0.0943015	1.37968	0	161.665	383.862	0.0353321	0.287854
75	4	0.608999	0.0870877	1.38698	0	160.022	382.743	0.0350752	0.244927
76	4	0.615845	0.0800023	1.39399	0	158.455	381.668	0.0348294	0.206221
77	4	0.623459	0.0722017	1.4008	0	156.943	380.625	0.0345919	0.167535
78	4	0.629747	0.0658217	1.4074	0	155.49	379.614	0.0343627	0.138937
79	4	0.636362	0.0591729	1.41379	0	154.093	378.636	0.0341419	0.112035
80	4	0.642872	0.0526866	1.41997	0	152.75	377.691	0.0339291	0.0886225
81	4	0.648885	0.0467469	1.42594	0	151.464	376.779	0.0337248	0.0696236
82	4	0.654778	0.0409722	1.43167	0	150.236	375.904	0.0335293	0.0533776
83	4	0.660535	0.0353745	1.43716	0	149.067	375.066	0.0333428	0.0397112
84	4	0.666138	0.0299654	1.44242	0	147.954	374.263	0.0331647	0.0284408
85	4	0.67157	0.0247568	1.44747	0	146.891	373.494	0.0329944	0.0193765
86	4	0.676814	0.0197616	1.45233	0	145.875	372.754	0.0328312	0.0123233
87	4	0.681851	0.0149944	1.457	0	144.902	372.042	0.0326747	0.00708139
88	4	0.686513	0.0106076	1.46149	0	143.974	371.359	0.0325249	0.00353712
89	4	0.690929	0.00647475	1.46578	0	143.09	370.707	0.0323823	0.00131445
90	4	0.692089	0.00539567	1.46943	0	142.342	370.151	0.0322612	0.000912052
91	4	0.692501	0.00501298	1.47201	0	141.815	369.76	0.0321759	0.000787134
92	4	0.694432	0.00322705	1.4733	0	141.553	369.564	0.0321333	0.000326119
93	4	0.697924	0	1.4733	0	141.553	369.564	0.0321333	0

0	5	0.00574714	1.00002	1.18039	0.329289	211.506	414.495	0.0428086	36.0168
1	5	0.00702275	0.998003	1.17801	0.386393	212.156	414.859	0.0429025	35.8738
2	5	0.00853255	0.995608	1.17527	0.45226	212.908	415.278	0.043011	35.7038
3	5	0.0102779	0.992821	1.17219	0.526129	213.755	415.75	0.0431332	35.5063
4	5	0.0122604	0.989634	1.1688	0.607158	214.689	416.268	0.0432677	35.2806
5	5	0.0144822	0.986033	1.16514	0.694431	215.699	416.827	0.0434131	35.0262
6	5	0.0169455	0.982007	1.16126	0.786971	216.776	417.42	0.0435677	34.7423
7	5	0.019653	0.977539	1.15719	0.883756	217.907	418.041	0.04373	34.4281
8	5	0.0226079	0.972615	1.15298	0.983732	219.08	418.683	0.0438981	34.0828
9	5	0.0258134	0.967216	1.14869	1.08583	220.282	419.338	0.0440699	33.7054
10	5	0.0292734	0.961324	1.14436	1.18897	221.498	419.998	0.0442435	33.2952
11	5	0.032992	0.954918	1.14004	1.29211	222.713	420.655	0.0444168	32.8514
12	5	0.0369735	0.947978	1.1358	1.39419	223.912	421.301	0.0445875	32.373
13	5	0.0412226	0.940485	1.13168	1.49423	225.079	421.927	0.0447534	31.8596
14	5	0.0457442	0.932417	1.12775	1.59126	226.198	422.525	0.0449121	31.3105
15	5	0.0505434	0.923756	1.12405	1.68437	227.251	423.086	0.0450614	30.7255
16	5	0.0556252	0.914486	1.12065	1.7727	228.223	423.602	0.0451989	30.1046
17	5	0.0609948	0.904592	1.11761	1.85547	229.096	424.065	0.0453224	29.448
18	5	0.0666574	0.894066	1.11496	1.93191	229.855	424.466	0.0454296	28.7566
19	5	0.0726179	0.882903	1.11277	2.00134	230.485	424.798	0.0455185	28.0316
20	5	0.0788812	0.871104	1.11108	2.06314	230.972	425.054	0.0455871	27.2745
21	5	0.0854518	0.858677	1.10993	2.11674	231.304	425.228	0.0456339	26.4877
22	5	0.0923339	0.845637	1.10935	2.16167	231.471	425.316	0.0456575	25.6737
23	5	0.0995314	0.832005	1.10936	2.19755	231.468	425.315	0.0456571	24.8358
24	5	0.107048	0.817808	1.10997	2.22411	231.291	425.222	0.0456321	23.9774
25	5	0.114886	0.803078	1.11119	2.24124	230.941	425.038	0.0455828	23.1023
26	5	0.123048	0.787849	1.11299	2.24894	230.423	424.765	0.0455098	22.2143
27	5	0.131536	0.772158	1.11534	2.24737	229.746	424.408	0.0454141	21.3172
28	5	0.140352	0.756041	1.11822	2.23683	228.919	423.971	0.0452974	20.4149
29	5	0.149495	0.739534	1.12158	2.21772	227.957	423.461	0.0451613	19.5108
30	5	0.158966	0.722671	1.12537	2.19056	226.874	422.886	0.045008	18.6083
31	5	0.168762	0.705483	1.12955	2.15588	225.685	422.251	0.0448394	17.7105
32	5	0.178881	0.687999	1.13406	2.11428	224.406	421.566	0.0446577	16.8202
33	5	0.189319	0.670246	1.13885	2.06633	223.049	420.836	0.0444647	15.9399
34	5	0.200072	0.65225	1.14389	2.01257	221.629	420.069	0.0442623	15.0721
35	5	0.211133	0.634032	1.14913	1.95351	220.157	419.27	0.0440521	14.2188
36	5	0.222496	0.615615	1.15455	1.88956	218.643	418.444	0.0438354	13.3819
37	5	0.234152	0.597018	1.16011	1.82105	217.094	417.595	0.0436134	12.5632
38	5	0.246092	0.578262	1.1658	1.74819	215.518	416.726	0.043387	11.7644
39	5	0.258305	0.559366	1.17159	1.67108	213.919	415.841	0.0431568	10.9867
40	5	0.270782	0.540347	1.17749	1.5897	212.3	414.939	0.0429233	10.2317
41	5	0.283509	0.521224	1.18347	1.50386	210.664	414.023	0.0426868	9.50049
42	5	0.296475	0.502016	1.18955	1.41327	209.011	413.092	0.0424472	8.79415
43	5	0.309666	0.48274	1.19573	1.31746	207.34	412.146	0.0422045	8.1137
44	5	0.323067	0.463416	1.20201	1.2158	205.649	411.183	0.0419584	7.46
45	5	0.336664	0.444061	1.2084	1.1075	203.936	410.201	0.0417085	6.83384
46	5	0.350441	0.424696	1.21493	0.991564	202.198	409.199	0.0414542	6.2359
47	5	0.364381	0.405339	1.22161	0.866801	200.429	408.173	0.0411949	5.66673
48	5	0.378466	0.38601	1.22847	0.731757	198.625	407.121	0.0409298	5.12681
49	5	0.388305	0.372633	1.2326	0.650386	197.543	406.485	0.0407703	4.76965
50	5	0.402487	0.353522	1.23973	0.496911	195.686	405.39	0.0404962	4.28284
51	5	0.412422	0.34025	1.24408	0.400997	194.556	404.72	0.040329	3.96096
52	5	0.422354	0.327067	1.24854	0.298511	193.404	404.034	0.0401584	3.65425
53	5	0.43239	0.31381	1.25111	0.242562	192.744	403.639	0.0400604	3.3587
54	5	0.442312	0.300744	1.25265	0.211868	192.349	403.403	0.0400017	3.07971
55	5	0.452122	0.287856	1.2544	0.1742	191.899	403.133	0.0399348	2.81643
56	5	0.461869	0.275084	1.25645	0.127101	191.374	402.818	0.0398568	2.56719
57	5	0.471573	0.262401	1.25821	0.0856121	190.924	402.546	0.0397898	2.33116
58	5	0.481251	0.249784	1.26049	0.0280769	190.342	402.195	0.0397031	2.10772
59	5	0.490912	0.237241	1.26352	0	189.571	401.729	0.0395882	1.89684
60	5	0.500569	0.224796	1.26806	0	188.42	401.031	0.0394164	1.69864
61	5	0.51024	0.212473	1.27426	0	186.854	400.076	0.0391821	1.51326
62	5	0.51993	0.200294	1.28157	0	185.021	398.95	0.0389071	1.34075
63	5	0.527684	0.190695	1.28955	0	183.035	397.722	0.0386083	1.21233
64	5	0.537438	0.178811	1.29793	0	180.965	396.432	0.038296	1.06255
65	5	0.545265	0.169428	1.30651	0	178.864	395.111	0.0379778	0.951472
66	5	0.553133	0.160143	1.31512	0	176.773	393.786	0.0376602	0.847804
67	5	0.561023	0.150976	1.32364	0	174.722	392.475	0.0373476	0.751527
68	5	0.568895	0.141964	1.33204	0	172.717	391.183	0.037041	0.662718
69	5	0.576781	0.133065	1.3403	0	170.76	389.912	0.0367407	0.580683
70	5	0.584661	0.124295	1.34843	0	168.851	388.661	0.0364469	0.505297
71	5	0.592522	0.115661	1.35643	0	166.99	387.433	0.0361595	0.436354
72	5	0.600352	0.107171	1.3643	0	165.174	386.224	0.0358782	0.373618
73	5	0.607267	0.099765	1.372	0	163.41	385.041	0.035604	0.322982
74	5	0.614151	0.0924786	1.3795	0	161.706	383.89	0.0353385	0.276863
75	5	0.620987	0.0853251	1.38676	0	160.072	382.777	0.035083	0.235132
76	5	0.628587	0.0774562	1.39379	0	158.5	381.699	0.0348365	0.193251
77	5	0.634868	0.0710185	1.4006	0	156.987	380.655	0.0345988	0.162103
78	5	0.641475	0.0643134	1.4072	0	155.533	379.644	0.0343696	0.132631
79	5	0.647979	0.0577745	1.41359	0	154.135	378.666	0.0341486	0.106786
80	5	0.653987	0.0517872	1.41977	0	152.794	377.721	0.033936	0.0856167
81	5	0.659876	0.045968	1.42572	0	151.51	376.812	0.0337321	0.0673156
82	5	0.665629	0.040329	1.43144	0	150.283	375.938	0.0335369	0.0517066
83	5	0.671229	0.0348814	1.43694	0	149.114	375.1	0.0333503	0.0386031
84	5	0.67666	0.0296372	1.44221	0	147.999	374.296	0.0331719	0.0278124
85	5	0.681903	0.024609	1.44727	0	146.933	373.524	0.0330011	0.0191373
86	5	0.686938	0.0198111	1.45214	0	145.914	372.782	0.0328375	0.0123768
87	5	0.691601	0.0153965	1.45682	0	144.941	372.07	0.0326809	0.00745911
88	5	0.696019	0.0112379	1.4613	0	144.013	371.388	0.0325313	0.00396334
89	5	0.697188	0.0101441	1.46537	0	143.175	370.769	0.032396	0.00322693
90	5	0.697609	0.00975163	1.46869	0	142.494	370.264	0.0322858	0.00298154
91	5	0.699542	0.00795713	1.471	0	142.022	369.914	0.0322095	0.00198447
92	5	0.703032	0.00472485	1.47215	0	141.787	369.739	0.0321714	0.000699549
93	5	0.708137	0	1.47215	0	141.787	369.739	0.0321714	0

0	6	0.00827332	1.00003	1.18174	0.474031	211.138	414.289	0.0427554	36.0167
1	6	0.009787	0.997667	1.17902	0.539921	211.881	414.705	0.0428627	35.8483
2	6	0.0115371	0.994914	1.17597	0.613817	212.717	415.172	0.0429835	35.6528
3	6	0.0135253	0.991766	1.17261	0.694875	213.639	415.685	0.0431164	35.4294
4	6	0.0157539	0.98821	1.16899	0.782178	214.635	416.238	0.04326	35.1776
5	6	0.0182253	0.984234	1.16515	0.87475	215.697	416.825	0.0434128	34.8965
6	6	0.0209424	0.979823	1.16113	0.971568	216.812	417.44	0.0435729	34.5856
7	6	0.0239085	0.974962	1.15697	1.07158	217.967	418.074	0.0437386	34.2438
8	6	0.0271273	0.969634	1.15273	1.17371	219.15	418.721	0.043908	33.8704
9	6	0.0306027	0.96382	1.14846	1.27688	220.345	419.372	0.044079	33.4646
10	6	0.0343392	0.9575	1.14421	1.38005	221.539	420.02	0.0442494	33.0254
11	6	0.0383416	0.950656	1.14003	1.48215	222.716	420.656	0.0444172	32.5523
12	6	0.0426148	0.943267	1.13599	1.58221	223.859	421.272	0.04458	32.0444
13	6	0.0471643	0.935314	1.13212	1.67924	224.954	421.86	0.0447355	31.5014
14	6	0.0519954	0.926778	1.1285	1.77236	225.983	422.41	0.0448816	30.9228
15	6	0.0571139	0.917643	1.12518	1.86069	226.93	422.916	0.0450159	30.3087
16	6	0.0625253	0.907896	1.1222	1.94343	227.78	423.367	0.0451362	29.6593
17	6	0.0682353	0.897526	1.11963	2.01984	228.516	423.758	0.0452404	28.9754
18	6	0.0742494	0.88653	1.11751	2.08924	229.124	424.08	0.0453264	28.258
19	6	0.0805729	0.874906	1.11588	2.15099	229.592	424.327	0.0453924	27.5088
20	6	0.0872106	0.862662	1.11478	2.20454	229.906	424.493	0.0454368	26.7297
21	6	0.0941672	0.849811	1.11425	2.24943	230.059	424.574	0.0454584	25.9234
22	6	0.101447	0.836373	1.1143	2.28527	230.045	424.566	0.0454563	25.0928
23	6	0.109052	0.822371	1.11495	2.31181	229.859	424.468	0.0454302	24.2413
24	6	0.116987	0.807836	1.11618	2.32894	229.504	424.281	0.0453801	23.3724
25	6	0.125253	0.7928	1.118	2.33667	228.984	424.006	0.0453066	22.4899
26	6	0.133852	0.777298	1.12036	2.33518	228.308	423.647	0.0452109	21.5976
27	6	0.142785	0.761366	1.12324	2.32477	227.484	423.21	0.0450944	20.6991
28	6	0.152051	0.745036	1.12659	2.30586	226.528	422.701	0.0449589	19.7979
29	6	0.161649	0.728344	1.13037	2.27894	225.452	422.127	0.0448063	18.8974
30	6	0.171577	0.71132	1.13453	2.24458	224.272	421.494	0.0446386	18.0007
31	6	0.181832	0.693993	1.13902	2.20337	223.001	420.81	0.0444578	17.1106
32	6	0.192409	0.67639	1.1438	2.15588	221.654	420.083	0.0442659	16.2297
33	6	0.203304	0.658536	1.14882	2.10267	220.244	419.317	0.0440645	15.3604
34	6	0.21451	0.640456	1.15405	2.04424	218.781	418.52	0.0438553	14.505
35	6	0.22602	0.62217	1.15946	1.981	217.276	417.695	0.0436395	13.6653
36	6	0.237824	0.6037	1.16501	1.91329	215.736	416.847	0.0434184	12.8431
37	6	0.249915	0.585065	1.17069	1.84133	214.168	415.979	0.0431928	12.0401
38	6	0.26228	0.566284	1.17648	1.76523	212.577	415.094	0.0429633	11.2579
39	6	0.27491	0.547377	1.18237	1.68496	210.966	414.192	0.0427304	10.4977
40	6	0.287792	0.528362	1.18835	1.60039	209.336	413.276	0.0424944	9.76078
41	6	0.300914	0.509257	1.19443	1.5112	207.689	412.344	0.0422553	9.04831
42	6	0.314263	0.49008	1.20061	1.41697	206.023	411.397	0.042013	8.36129
43	6	0.327824	0.470851	1.2069	1.31708	204.338	410.432	0.0417672	7.70063
44	6	0.341582	0.451587	1.21331	1.21079	202.63	409.449	0.0415175	7.06711
45	6	0.355522	0.432307	1.21985	1.09714	200.895	408.444	0.0412633	6.46145
46	6	0.369628	0.413031	1.22654	0.974993	199.131	407.416	0.0410041	5.88423
47	6	0.383882	0.393779	1.23341	0.842967	197.331	406.361	0.0407391	5.33595
48	6	0.393833	0.380461	1.23756	0.763752	196.248	405.722	0.0405792	4.97307
49	6	0.408188	0.361417	1.24471	0.614111	194.395	404.624	0.0403052	4.4775
50	6	0.418239	0.348198	1.24909	0.521013	193.264	403.95	0.0401376	4.14958
