i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
26	10	0.187222	0.742084	1.16355	2.78843	23.7756	417.071	0.00478243	2.15034
27	10	0.19821	0.725607	1.168	2.74941	23.6401	416.39	0.00476295	2.05289
28	10	0.209541	0.708827	1.17274	2.70448	23.4965	415.666	0.00474227	1.95601
29	10	0.221207	0.691768	1.17772	2.65423	23.346	414.904	0.00472056	1.85998
30	10	0.233201	0.674457	1.18291	2.59915	23.1898	414.109	0.00469797	1.76506
31	10	0.245512	0.656915	1.18829	2.53969	23.0288	413.285	0.00467465	1.67148
32	10	0.258131	0.639165	1.19383	2.4762	22.8638	412.437	0.0046507	1.57946
33	10	0.271048	0.621227	1.1995	2.40894	22.6954	411.567	0.00462621	1.4892
34	10	0.284251	0.603123	1.2053	2.33804	22.5242	410.677	0.00460125	1.40089
35	10	0.297728	0.584871	1.21122	2.26355	22.3504	409.769	0.00457587	1.3147
36	10	0.311469	0.56649	1.21724	2.18535	22.1743	408.845	0.00455009	1.23076
37	10	0.325459	0.547999	1.22338	2.10324	21.996	407.902	0.00452392	1.14924
38	10	0.339687	0.529416	1.22963	2.01687	21.8153	406.942	0.00449735	1.07024
39	10	0.354139	0.51076	1.23599	1.92575	21.6322	405.963	0.00447035	0.993886
40	10	0.3688	0.492047	1.2425	1.82927	21.4464	404.964	0.00444289	0.920274
41	10	0.383656	0.473296	1.24914	1.72668	21.2575	403.942	0.0044149	0.849496
42	10	0.398692	0.454525	1.25595	1.61706	21.0652	402.894	0.00438634	0.781628
43	10	0.413893	0.435751	1.26294	1.49933	20.869	401.818	0.00435712	0.716738
44	10	0.424475	0.422794	1.26724	1.43012	20.749	401.157	0.0043392	0.673679
45	10	0.4398	0.404183	1.27451	1.29825	20.547	400.037	0.00430898	0.614306
46	10	0.450502	0.391293	1.27905	1.21796	20.4218	399.339	0.00429022	0.574887
47	10	0.461211	0.378474	1.28368	1.13275	20.2943	398.625	0.00427108	0.537058
48	10	0.471923	0.365718	1.28663	1.09177	20.2136	398.172	0.00425894	0.500746
49	10	0.482461	0.353219	1.28867	1.07478	20.1579	397.858	0.00425055	0.466417
50	10	0.492901	0.340877	1.29092	1.05207	20.0965	397.511	0.0042413	0.433727
51	10	0.503301	0.328628	1.29345	1.02164	20.0276	397.121	0.0042309	0.40247
52	10	0.513648	0.316487	1.29576	0.997355	19.965	396.766	0.00422145	0.372655
53	10	0.524009	0.304373	1.29855	0.9598	19.8893	396.336	0.00421002	0.344067
54	10	0.534342	0.292339	1.30118	0.926553	19.8184	395.932	0.00419929	0.316813
55	10	0.544672	0.280355	1.304	0.88778	19.7425	395.498	0.0041878	0.290804
56	10	0.555015	0.268402	1.30723	0.837035	19.6557	395.001	0.00417464	0.265993
57	10	0.565298	0.256566	1.30981	0.80347	19.5867	394.604	0.00416416	0.24253
58	10	0.573577	0.247071	1.3131	0.742246	19.4989	394.097	0.00415082	0.224506
59	10	0.583869	0.235313	1.31618	0.692338	19.4168	393.623	0.00413833	0.203172
60	10	0.592123	0.225915	1.31899	0.642007	19.3423	393.19	0.00412698	0.1869
61	10	0.600417	0.216505	1.32252	0.570166	19.249	392.648	0.00411275	0.171307
62	10	0.608672	0.207171	1.32549	0.511482	19.1706	392.19	0.00410078	0.156528
63	10	0.616863	0.197938	1.32828	0.455984	19.0973	391.761	0.00408957	0.142579
64	10	0.625053	0.188734	1.33175	0.37909	19.0063	391.227	0.00407564	0.129337
65	10	0.633202	0.179607	1.33527	0.297413	18.9143	390.685	0.00406155	0.116861
66	10	0.641264	0.170599	1.33757	0.247119	18.8545	390.332	0.00405237	0.105183
67	10	0.649278	0.161668	1.34073	0.169718	18.7725	389.846	0.00403977	0.0942198
68	10	0.656361	0.153794	1.34426	0.0767716	18.6813	389.304	0.00402574	0.0850688
69	10	0.66338	0.146015	1.34794	0	18.5863	388.737	0.00401111	0.0765025
70	10	0.670317	0.138367	1.35218	0	18.4774	388.085	0.00399431	0.0685321
71	10	0.677989	0.129978	1.35811	0	18.3262	387.175	0.00397093	0.060301
72	10	0.684373	0.123068	1.36482	0	18.1559	386.144	0.00394454	0.0539266
73	10	0.691068	0.1159	1.37185	0	17.9788	385.063	0.00391701	0.047701
74	10	0.697658	0.108921	1.37896	0	17.8011	383.972	0.00388932	0.0420176
75	10	0.703762	0.102527	1.38601	0	17.6262	382.891	0.00386199	0.0371369
76	10	0.709745	0.096325	1.39293	0	17.4558	381.83	0.0038353	0.0326994
77	10	0.715591	0.0903261	1.39969	0	17.2909	380.795	0.00380937	0.0286841
78	10	0.721283	0.0845413	1.40625	0	17.1318	379.791	0.0037843	0.0250684
79	10	0.726805	0.0789815	1.4126	0	16.9787	378.818	0.00376012	0.0218292
80	10	0.732139	0.0736586	1.41875	0	16.8317	377.878	0.00373684	0.0189435
81	10	0.737265	0.0685858	1.42467	0	16.6909	376.972	0.00371448	0.0163885
82	10	0.742021	0.0639174	1.43039	0	16.556	376.099	0.00369301	0.0142048
83	10	0.746532	0.0595228	1.43589	0	16.4269	375.259	0.00367242	0.0122953
84	10	0.747841	0.0582574	1.44118	0	16.3037	374.452	0.00365272	0.0117722
85	10	0.748402	0.0577187	1.44623	0	16.1867	373.683	0.00363398	0.0115535
86	10	0.750437	0.0557767	1.45098	0	16.0772	372.959	0.00361641	0.0107839
87	10	0.753992	0.0524051	1.45534	0	15.9773	372.295	0.00360033	0.00951358
88	10	0.759129	0.0475592	1.45919	0	15.8893	371.708	0.00358617	0.00783018
89	10	0.765897	0.0412031	1.46242	0	15.8159	371.217	0.00357433	0.00587331
90	10	0.774344	0.0332995	1.46492	0	15.7594	370.837	0.0035652	0.00383414
91	10	0.784489	0.0238328	1.46661	0	15.7212	370.581	0.00355903	0.00196328
92	10	0.796375	0.0127596	1.46745	0	15.7022	370.452	0.00355595	0.000562648
93	10	0.810079	0	1.46745	0	15.7022	370.452	0.00355595	0

0	11	0.027876	1.00039	1.19633	1.59738	22.7896	412.054	0.00463992	3.96037
1	11	0.0306705	0.996368	1.19262	1.69442	22.8997	412.622	0.00465591	3.92862
2	11	0.0337266	0.991941	1.18881	1.79464	23.0132	413.205	0.00467239	3.89374
3	11	0.0370499	0.987094	1.18495	1.89698	23.1289	413.798	0.00468915	3.85565
4	11	0.0406462	0.981811	1.18107	2.00036	23.2452	414.391	0.00470598	3.81426
5	11	0.044522	0.976076	1.17724	2.10371	23.3605	414.977	0.00472265	3.76949
6	11	0.0486845	0.969871	1.1735	2.20599	23.4734	415.549	0.00473894	3.72126
7	11	0.0531413	0.96318	1.16991	2.30618	23.5822	416.099	0.00475462	3.6695
8	11	0.0579003	0.955985	1.16651	2.40332	23.6853	416.618	0.00476946	3.61415
9	11	0.0629701	0.94827	1.16336	2.49649	23.7812	417.099	0.00478324	3.55516
10	11	0.0683593	0.940019	1.16051	2.58484	23.8683	417.535	0.00479574	3.49251
11	11	0.0740767	0.93122	1.158	2.66757	23.945	417.918	0.00480675	3.42621
12	11	0.0801311	0.92186	1.15588	2.74392	24.01	418.241	0.00481607	3.35628
13	11	0.086531	0.911932	1.15418	2.81323	24.0619	418.5	0.00482351	3.2828
14	11	0.0932844	0.901431	1.15296	2.87489	24.0997	418.687	0.00482891	3.20588
15	11	0.100399	0.890358	1.15222	2.92836	24.1222	418.799	0.00483213	3.12567
16	11	0.10788	0.878716	1.15201	2.97321	24.1288	418.832	0.00483307	3.04236
17	11	0.115735	0.866516	1.15233	3.0091	24.1188	418.782	0.00483165	2.95619
18	11	0.123966	0.853771	1.1532	3.03584	24.0922	418.65	0.00482784	2.86743
19	11	0.132576	0.8405	1.1546	3.05335	24.0491	418.436	0.00482166	2.7764
20	11	0.141566	0.826727	1.15654	3.0617	23.9897	418.141	0.00481316	2.68343
21	11	0.150935	0.812475	1.15898	3.06111	23.915	417.768	0.00480245	2.58888
22	11	0.160682	0.797773	1.1619	3.05193	23.8258	417.322	0.00478965	2.4931
23	11	0.170803	0.78265	1.16526	3.03462	23.7233	416.808	0.00477492	2.39645
24	11	0.181294	0.767133	1.16903	3.00971	23.6088	416.233	0.00475845	2.29928
25	11	0.192149	0.751253	1.17316	2.97779	23.4837	415.601	0.00474042	2.20193
26	11	0.203362	0.735036	1.17761	2.93946	23.3492	414.92	0.00472101	2.10473
27	11	0.214924	0.718511	1.18235	2.89534	23.2067	414.195	0.00470041	2.00798
28	11	0.226828	0.701701	1.18734	2.84599	23.0573	413.431	0.00467879	1.91195
29	11	0.239065	0.684633	1.19254	2.79193	22.9022	412.635	0.00465628	1.81692
30	11	0.251625	0.667328	1.19792	2.7336	22.7423	411.81	0.00463303	1.72312
31	11	0.264498	0.64981	1.20347	2.67137	22.5783	410.959	0.00460915	1.63077
32	11	0.277672	0.632099	1.20915	2.60549	22.411	410.086	0.00458472	1.54008
33	11	0.291137	0.614215	1.21497	2.53611	22.2406	409.193	0.0045598	1.45124
34	11	0.304881	0.596179	1.22091	2.46327	22.0677	408.282	0.00453445	1.36442
35	11	0.318892	0.578008	1.22696	2.3869	21.8924	407.352	0.00450869	1.27977
36	11	0.333156	0.559722	1.23312	2.30679	21.7147	406.405	0.00448252	1.19744
37	11	0.347662	0.541339	1.2394	2.22262	21.5346	405.439	0.00445594	1.11755
38	11	0.362396	0.522876	1.24581	2.13393	21.352	404.454	0.00442892	1.04023
39	11	0.377344	0.504351	1.25235	2.04015	21.1667	403.448	0.00440142	0.965564
40	11	0.392491	0.485782	1.25904	1.94055	20.9782	402.418	0.00437339	0.89366
41	11	0.407823	0.467185	1.2659	1.83429	20.7863	401.363	0.00434477	0.824596
42	11	0.423325	0.448579	1.27295	1.72033	20.5904	400.279	0.00431549	0.75844
43	11	0.434108	0.435745	1.2773	1.65372	20.47	399.609	0.00429746	0.714511
44	11	0.449743	0.417288	1.28463	1.52644	20.2684	398.48	0.00426718	0.653776
45	11	0.460653	0.404512	1.28922	1.44938	20.1429	397.773	0.00424829	0.613415
46	11	0.471573	0.391804	1.29391	1.36771	20.0152	397.051	0.00422903	0.57462
47	11	0.48247	0.379187	1.29696	1.32962	19.9325	396.582	0.00421655	0.537417
48	11	0.493178	0.366841	1.29912	1.31511	19.874	396.249	0.0042077	0.502235
49	11	0.503791	0.354648	1.3015	1.29506	19.8098	395.883	0.00419799	0.468667
50	11	0.51437	0.342541	1.30416	1.26757	19.7383	395.474	0.00418716	0.436501
51	11	0.524892	0.330545	1.3066	1.24619	19.6727	395.098	0.00417722	0.405772
52	11	0.535438	0.318568	1.30952	1.212	19.5945	394.649	0.00416534	0.376227
53	11	0.545955	0.306674	1.31228	1.18217	19.5207	394.223	0.00415413	0.348008
54	11	0.556473	0.294825	1.31524	1.14715	19.4418	393.768	0.00414214	0.321009
55	11	0.567015	0.283001	1.31861	1.10071	19.3524	393.249	0.00412852	0.295172
56	11	0.577485	0.271305	1.32135	1.07121	19.2798	392.827	0.00411745	0.270698
57	11	0.585937	0.261899	1.32474	1.01451	19.1904	392.306	0.00410381	0.251802
58	11	0.596429	0.250271	1.32799	0.969794	19.105	391.806	0.00409075	0.229409
59	11	0.604852	0.240971	1.33092	0.924267	19.028	391.354	0.00407897	0.212265
60	11	0.613329	0.231646	1.33456	0.858358	18.933	390.795	0.00406442	0.195764
61	11	0.621759	0.222406	1.33767	0.805587	18.8521	390.317	0.00405199	0.180092
62	11	0.630123	0.213269	1.34061	0.756319	18.7758	389.865	0.00404027	0.165252
63	11	0.6385	0.204149	1.3442	0.687055	18.6826	389.312	0.00402595	0.151093
64	11	0.646839	0.195102	1.34786	0.61392	18.5884	388.75	0.00401143	0.137695
65	11	0.655071	0.186199	1.35035	0.57154	18.5243	388.366	0.00400155	0.125131
66	11	0.663271	0.177355	1.35368	0.504055	18.4392	387.855	0.00398841	0.113256
67	11	0.670537	0.169543	1.35732	0.422009	18.3462	387.296	0.00397403	0.103275
68	11	0.677733	0.161827	1.3607	0.344091	18.2602	386.776	0.00396071	0.0938855
69	11	0.684821	0.154246	1.36305	0.292753	18.2006	386.415	0.00395148	0.0851056
70	11	0.692649	0.14589	1.3662	0.217707	18.1212	385.932	0.00393915	0.0759375
71	11	0.699156	0.13896	1.36961	0.128932	18.0351	385.408	0.00392578	0.0687425
72	11	0.70595	0.131741	1.37311	0.0336426	17.9474	384.871	0.00391213	0.0616404
73	11	0.712606	0.124691	1.37664	0	17.859	384.329	0.00389835	0.055089
74	11	0.71876	0.11821	1.38133	0	17.7422	383.609	0.00388013	0.0493962
75	11	0.724791	0.111909	1.38714	0	17.5984	382.718	0.00385764	0.0441657
76	11	0.730683	0.105808	1.39342	0	17.4439	381.755	0.00383343	0.0393885
77	11	0.736421	0.0999232	1.39984	0	17.2871	380.772	0.00380878	0.0350475
78	11	0.741987	0.0942674	1.40623	0	17.1322	379.793	0.00378437	0.0311219
79	11	0.747363	0.0888533	1.41249	0	16.9813	378.835	0.00376053	0.0275894
80	11	0.752532	0.0836945	1.41859	0	16.8355	377.902	0.00373743	0.0244277
81	11	0.757329	0.0789461	1.42449	0	16.6952	377	0.00371516	0.0216929
82	11	0.761881	0.0744764	1.4302	0	16.5605	376.128	0.00369373	0.0192719
83	11	0.763241	0.0731517	1.43569	0	16.4316	375.29	0.00367317	0.0185834
84	11	0.763853	0.0725596	1.44096	0	16.3087	374.485	0.00365353	0.0182806
85	11	0.765931	0.070563	1.44597	0	16.1926	373.722	0.00363492	0.0172802
86	11	0.769521	0.0671367	1.45066	0	16.0846	373.008	0.00361759	0.0156327
87	11	0.774684	0.0622378	1.45493	0	15.9867	372.358	0.00360185	0.0134248
88	11	0.78147	0.055832	1.45868	0	15.9011	371.787	0.00358806	0.0107958
89	11	0.789927	0.0478845	1.4618	0	15.8301	371.312	0.00357661	0.00793594
90	11	0.800074	0.038382	1.4642	0	15.7756	370.946	0.00356781	0.00509607
91	11	0.811957	0.0272831	1.46583	0	15.7388	370.699	0.00356188	0.00257402
92	11	0.825654	0.0145098	1.46664	0	15.7205	370.576	0.00355891	0.000727911
93	11	0.841221	0	1.46664	0	15.7205	370.576	0.00355891	0

0	12	0.0332391	1.00055	1.20152	1.90481	22.6358	411.258	0.00461753	3.96005
1	12	0.0363206	0.99623	1.19779	2.00509	22.7461	411.829	0.00463359	3.92583
2	12	0.0396731	0.991498	1.19401	2.10748	22.8583	412.409	0.0046499	3.88845
3	12	0.0433028	0.986342	1.19023	2.21091	22.971	412.988	0.00466626	3.84784
4	12	0.0472168	0.980744	1.18649	2.3143	23.0826	413.561	0.00468245	3.80391
5	12	0.0514228	0.97469	1.18285	2.41662	23.1916	414.118	0.00469823	3.75658
6	12	0.0559289	0.968162	1.17937	2.51686	23.2965	414.652	0.00471339	3.70578
7	12	0.0607438	0.961143	1.17607	2.61403	23.3956	415.155	0.00472772	3.65145
8	12	0.0658766	0.953618	1.17303	2.70724	23.4875	415.621	0.00474098	3.59354
9	12	0.0713367	0.945571	1.17029	2.79562	23.5707	416.041	0.00475296	3.53203
10	12	0.0771335	0.936989	1.16788	2.87837	23.6437	416.408	0.00476347	3.4669
11	12	0.0832766	0.927859	1.16586	2.95474	23.7051	416.717	0.0047723	3.39819
12	12	0.089775	0.918174	1.16426	3.02408	23.7537	416.961	0.00477929	3.32595
13	12	0.0966375	0.907928	1.16313	3.08576	23.7884	417.135	0.00478427	3.25028
14	12	0.103872	0.89712	1.16248	3.13928	23.8082	417.234	0.00478712	3.17132
15	12	0.111486	0.885753	1.16234	3.18419	23.8124	417.255	0.00478773	3.08925
16	12	0.119483	0.873834	1.16273	3.22018	23.8006	417.196	0.00478603	3.00427
17	12	0.12787	0.861377	1.16365	3.24704	23.7725	417.055	0.00478199	2.91667
18	12	0.136648	0.848398	1.1651	3.26473	23.7282	416.833	0.00477563	2.82672
19	12	0.145817	0.834918	1.16707	3.27331	23.6683	416.532	0.004767	2.73475
20	12	0.155377	0.82096	1.16954	3.27303	23.5932	416.154	0.00475621	2.64109
21	12	0.165326	0.806551	1.17248	3.26423	23.5041	415.704	0.00474336	2.5461
22	12	0.17566	0.791717	1.17586	3.24738	23.402	415.188	0.00472863	2.45013
23	12	0.186373	0.776488	1.17964	3.22302	23.2881	414.609	0.00471218	2.35352
24	12	0.197459	0.76089	1.18379	3.19175	23.1637	413.975	0.00469419	2.25661
25	12	0.208911	0.744951	1.18825	3.15417	23.0301	413.292	0.00467484	2.15972
26	12	0.220721	0.728697	1.19299	3.11091	22.8886	412.565	0.00465431	2.06316
27	12	0.232879	0.712155	1.19799	3.06252	22.7403	411.799	0.00463275	1.9672
28	12	0.245377	0.695349	1.2032	3.00954	22.5863	411	0.00461031	1.87212
29	12	0.258204	0.678301	1.20859	2.9524	22.4274	410.172	0.00458712	1.77816
30	12	0.271348	0.661034	1.21416	2.89148	22.2645	409.319	0.00456329	1.68554
31	12	0.2848	0.643569	1.21986	2.82704	22.098	408.442	0.0045389	1.59447
32	12	0.298547	0.625927	1.22571	2.75924	21.9286	407.545	0.00451401	1.50514
33	12	0.312578	0.608127	1.23167	2.68812	21.7564	406.628	0.00448867	1.41773
34	12	0.32688	0.590188	1.23775	2.61363	21.5818	405.693	0.00446291	1.3324
35	12	0.34144	0.572128	1.24396	2.53557	21.4048	404.739	0.00443673	1.24929
36	12	0.356246	0.553965	1.25028	2.45364	21.2252	403.766	0.00441011	1.16854
37	12	0.371285	0.535717	1.25674	2.36742	21.0431	402.773	0.00438305	1.09026
38	12	0.386543	0.517401	1.26333	2.27635	20.8581	401.759	0.00435549	1.01456
39	12	0.402006	0.499034	1.27008	2.17977	20.67	400.72	0.0043274	0.941531
40	12	0.417659	0.480633	1.277	2.07686	20.4784	399.655	0.00429871	0.871267
41	12	0.433487	0.462215	1.2841	1.96665	20.2829	398.561	0.00426935	0.803838
42	12	0.444489	0.449518	1.28851	1.9026	20.1622	397.882	0.00425119	0.759029
43	12	0.460459	0.431236	1.29591	1.77984	19.9609	396.743	0.00422083	0.696912
44	12	0.471595	0.418588	1.30056	1.70594	19.835	396.027	0.0042018	0.655595
45	12	0.482744	0.406003	1.30532	1.6277	19.707	395.295	0.00418241	0.615815
46	12	0.493844	0.39354	1.30848	1.59233	19.6223	394.809	0.00416957	0.577705
47	12	0.504737	0.381359	1.31077	1.58012	19.5609	394.455	0.00416024	0.541657
48	12	0.515539	0.369326	1.31328	1.56252	19.494	394.069	0.00415007	0.507195
49	12	0.526312	0.357373	1.31607	1.53771	19.4198	393.64	0.00413878	0.4741
50	12	0.537026	0.345535	1.31865	1.51895	19.3513	393.243	0.00412835	0.442438
51	12	0.547774	0.333707	1.32171	1.48778	19.2704	392.773	0.00411602	0.411913
52	12	0.55849	0.321963	1.32462	1.46098	19.1937	392.325	0.0041043	0.382704
53	12	0.569213	0.310262	1.32772	1.42925	19.112	391.847	0.00409182	0.354687
54	12	0.579969	0.298577	1.33123	1.3866	19.02	391.307	0.00407774	0.327793
55	12	0.590642	0.287031	1.33414	1.36055	18.9438	390.859	0.00406607	0.30228
56	12	0.599282	0.277723	1.33763	1.30779	18.853	390.323	0.00405213	0.282482
57	12	0.60999	0.266235	1.34105	1.26744	18.7643	389.797	0.00403851	0.258997
58	12	0.618594	0.257041	1.34412	1.22594	18.6849	389.325	0.0040263	0.240952
59	12	0.627268	0.247808	1.34786	1.16505	18.5884	388.749	0.00401143	0.223508
60	12	0.635886	0.23867	1.35111	1.11715	18.505	388.25	0.00399856	0.206911
61	12	0.644435	0.229638	1.3542	1.07291	18.4259	387.776	0.00398635	0.19115
62	12	0.653012	0.220608	1.35793	1.00985	18.3307	387.202	0.00397164	0.176037
63	12	0.661554	0.211649	1.36172	0.943569	18.2345	386.62	0.00395673	0.161681
64	12	0.669967	0.202856	1.3644	0.90719	18.1665	386.208	0.00394618	0.148199
65	12	0.678366	0.194105	1.36789	0.847321	18.0785	385.672	0.00393252	0.135376
66	12	0.685824	0.18636	1.37165	0.773703	17.9839	385.095	0.00391782	0.124531
67	12	0.693209	0.178716	1.37517	0.704734	17.8958	384.555	0.0039041	0.114287
68	12	0.700465	0.171225	1.37771	0.66166	17.8323	384.165	0.0038942	0.104687
69	12	0.708494	0.162958	1.38105	0.597636	17.7492	383.652	0.00388122	0.0945932
70	12	0.715186	0.156087	1.38459	0.52052	17.6614	383.109	0.00386749	0.086605
71	12	0.722176	0.148928	1.38823	0.438877	17.5715	382.551	0.00385343	0.0786735
72	12	0.729003	0.141953	1.39085	0.383661	17.5071	382.15	0.00384334	0.0713222
73	12	0.735311	0.135521	1.39343	0.326116	17.4438	381.754	0.00383341	0.0648697
74	12	0.741488	0.129233	1.39649	0.251771	17.3688	381.285	0.00382163	0.0588669
75	12	0.747508	0.123117	1.39971	0.169189	17.2903	380.791	0.00380927	0.0533172
76	12	0.75335	0.117192	1.40292	0.0827947	17.2122	380.299	0.00379698	0.0482124
77	12	0.758997	0.111475	1.40605	0	17.1366	379.821	0.00378506	0.0435395
78	12	0.764425	0.105996	1.40927	0	17.0588	379.328	0.00377278	0.0392905
79	12	0.769644	0.100757	1.41393	0	16.9468	378.614	0.00375506	0.0354359
80	12	0.774492	0.0959255	1.41922	0	16.8205	377.806	0.00373506	0.0320622
81	12	0.779093	0.0913735	1.42471	0	16.69	376.966	0.00371434	0.0290437
82	12	0.780512	0.0899803	1.43021	0	16.5603	376.127	0.0036937	0.0281517
83	12	0.781185	0.0893254	1.43559	0	16.434	375.305	0.00367356	0.0277383
84	12	0.783315	0.0872644	1.44078	0	16.3129	374.513	0.00365419	0.0264607
85	12	0.786948	0.0837734	1.44572	0	16.1983	373.76	0.00363585	0.02437
86	12	0.792145	0.0788105	1.45033	0	16.0922	373.058	0.00361881	0.021552
87	12	0.798957	0.0723436	1.4545	0	15.9964	372.422	0.00360341	0.0181462
88	12	0.807431	0.0643398	1.45815	0	15.913	371.867	0.00358999	0.0143425
89	12	0.817587	0.0547882	1.46118	0	15.8442	371.406	0.00357888	0.0103934
90	12	0.829472	0.0436495	1.4635	0	15.7914	371.053	0.00357037	0.00659354
91	12	0.843165	0.0308478	1.46507	0	15.7559	370.814	0.00356464	0.00329198
92	12	0.858725	0.016323	1.46586	0	15.7382	370.695	0.00356177	0.000921597
93	12	0.87622	0	1.46586	0	15.7382	370.695	0.00356177	0

0	13	0.0391138	1.00077	1.20775	2.24162	22.4521	410.301	0.00459073	3.95986
1	13	0.0424984	0.996153	1.20406	2.34407	22.5607	410.867	0.00460658	3.92323
2	13	0.0461649	0.991127	1.20037	2.44755	22.6697	411.433	0.00462246	3.88342
3	13	0.0501207	0.985672	1.19674	2.551	22.7774	411.991	0.00463814	3.84036
4	13	0.0543742	0.979774	1.1932	2.65337	22.8824	412.533	0.00465341	3.79397
5	13	0.058934	0.973414	1.18982	2.75365	22.9832	413.051	0.00466804	3.74417
6	13	0.0638095	0.966577	1.18664	2.85087	23.0783	413.539	0.00468183	3.69089
7	13	0.0690105	0.959247	1.1837	2.94412	23.1662	413.988	0.00469456	3.6341
8	13	0.074547	0.951409	1.18106	3.03254	23.2454	414.392	0.00470602	3.57374
9	13	0.0804292	0.943049	1.17876	3.11533	23.3146	414.744	0.00471601	3.50983
10	13	0.0866673	0.934155	1.17685	3.19174	23.3724	415.037	0.00472436	3.44236
11	13	0.0932711	0.924719	1.17535	3.26112	23.4176	415.267	0.00473088	3.3714
12	13	0.10025	0.914734	1.1743	3.32286	23.4492	415.427	0.00473544	3.29702
13	13	0.107613	0.904197	1.17374	3.37645	23.4662	415.513	0.0047379	3.21935
14	13	0.115366	0.893111	1.17368	3.42145	23.4681	415.522	0.00473817	3.13855
15	13	0.123516	0.881482	1.17413	3.45757	23.4542	415.452	0.00473617	3.05482
16	13	0.132068	0.869321	1.17512	3.4846	23.4246	415.302	0.00473189	2.9684
17	13	0.141023	0.856643	1.17662	3.50249	23.3792	415.072	0.00472534	2.87958
18	13	0.150382	0.843466	1.17863	3.51136	23.3185	414.764	0.00471658	2.78866
19	13	0.160144	0.829813	1.18114	3.51142	23.2431	414.38	0.00470568	2.69596
20	13	0.170307	0.815708	1.18411	3.50304	23.1539	413.925	0.00469278	2.60183
21	13	0.180866	0.801178	1.18751	3.4867	23.0521	413.404	0.00467802	2.5066
22	13	0.191814	0.786249	1.19131	3.46295	22.9387	412.822	0.00466157	2.41062
23	13	0.203145	0.770948	1.19547	3.43238	22.815	412.185	0.00464361	2.31422
24	13	0.214852	0.755303	1.19995	3.39561	22.6823	411.499	0.0046243	2.21771
25	13	0.226924	0.739339	1.20471	3.35325	22.5417	410.768	0.00460381	2.12141
26	13	0.239353	0.723082	1.20972	3.30588	22.3944	410	0.0045823	2.0256
27	13	0.252128	0.706556	1.21495	3.25402	22.2413	409.197	0.0045599	1.93053
28	13	0.265239	0.689784	1.22037	3.19813	22.0834	408.365	0.00453676	1.83648
29	13	0.278674	0.672789	1.22595	3.13858	21.9214	407.506	0.00451295	1.74365
30	13	0.292422	0.655591	1.23169	3.07562	21.7558	406.625	0.00448858	1.65226
31	13	0.306471	0.63821	1.23757	3.00945	21.5872	405.722	0.0044637	1.5625
32	13	0.320809	0.620667	1.24357	2.94009	21.4158	404.799	0.00443836	1.47456
33	13	0.335423	0.60298	1.2497	2.86752	21.2418	403.856	0.00441257	1.3886
34	13	0.350302	0.585167	1.25595	2.79154	21.0653	402.895	0.00438635	1.30476
35	13	0.365431	0.567246	1.26232	2.71188	20.8863	401.913	0.00435969	1.22317
36	13	0.380798	0.549234	1.26884	2.62814	20.7045	400.911	0.00433257	1.14397
37	13	0.396389	0.531148	1.27549	2.5398	20.5199	399.887	0.00430494	1.06726
38	13	0.412192	0.513005	1.28231	2.44621	20.3322	398.838	0.00427676	0.993134
39	13	0.42819	0.494821	1.28929	2.34662	20.1408	397.762	0.00424798	0.921685
40	13	0.444371	0.476613	1.29648	2.24011	19.9456	396.656	0.00421852	0.85299
41	13	0.45561	0.464068	1.30096	2.17855	19.8245	395.967	0.00420021	0.807305
42	13	0.471941	0.445982	1.30843	2.06021	19.6235	394.815	0.00416975	0.743804
43	13	0.483322	0.433476	1.31316	1.98935	19.4973	394.088	0.00415057	0.701527
44	13	0.494718	0.421029	1.31799	1.91441	19.3689	393.345	0.00413104	0.660757
45	13	0.506037	0.408732	1.32126	1.88159	19.2822	392.841	0.00411782	0.621736
46	13	0.517131	0.396731	1.3237	1.87146	19.2179	392.466	0.004108	0.584819
47	13	0.528139	0.38487	1.32634	1.85607	19.1482	392.059	0.00409735	0.549458
48	13	0.539123	0.373084	1.32927	1.83368	19.0714	391.609	0.00408561	0.515426
49	13	0.550044	0.361415	1.33199	1.81723	19	391.19	0.00407467	0.482821
50	13	0.56101	0.349747	1.33519	1.78875	18.9165	390.698	0.00406188	0.451303
51	13	0.571943	0.338166	1.33825	1.76459	18.8369	390.227	0.00404966	0.421091
52	13	0.582887	0.326624	1.34151	1.7357	18.7524	389.726	0.00403668	0.39204
53	13	0.593874	0.315089	1.34516	1.69633	18.6579	389.164	0.00402214	0.36407
54	13	0.604767	0.303704	1.34825	1.67315	18.5784	388.69	0.00400989	0.337498
55	13	0.613608	0.294503	1.35185	1.6238	18.4861	388.137	0.00399565	0.316778
56	13	0.624549	0.283166	1.35544	1.58705	18.3943	387.585	0.00398147	0.292177
57	13	0.633348	0.274086	1.35864	1.54888	18.3127	387.094	0.00396885	0.27321
58	13	0.642233	0.264954	1.3625	1.4922	18.2147	386.5	0.00395366	0.254799
59	13	0.651052	0.255925	1.36588	1.44825	18.129	385.98	0.00394037	0.237252
60	13	0.659799	0.247004	1.36912	1.40801	18.0474	385.483	0.00392769	0.220546
61	13	0.66859	0.238072	1.37299	1.34994	17.9504	384.89	0.0039126	0.204453
62	13	0.677348	0.229209	1.37691	1.28912	17.8523	384.287	0.00389731	0.18911
